,date,state,positive
990,2020-04-25,IL,149
991,2020-04-25,IS,216
992,2020-04-25,IF,224
993,2020-04-25,MM,69
994,2020-04-25,MH,49
995,2020-04-25,MS,351
996,2020-04-25,NT,428
997,2020-04-25,OT,22
998,2020-04-25,PH,58
999,2020-04-25,SM,53
1000,2020-04-25,SJ,29
1001,2020-04-25,SB,238
1002,2020-04-25,SV,2499
1003,2020-04-25,TR,95
1004,2020-04-25,TM,418
1005,2020-04-25,TL,39
1006,2020-04-25,VS,88
1007,2020-04-25,VL,23
1008,2020-04-25,VN,205
1009,2020-04-25,B,1150
1010,2020-04-25,-,19
1011,2020-04-26,AB,161
1012,2020-04-26,AR,508
1013,2020-04-26,AG,124
1014,2020-04-26,BC,161
1015,2020-04-26,BH,376
1016,2020-04-26,BN,156
1017,2020-04-26,BT,414
1018,2020-04-26,BV,396
1019,2020-04-26,BR,20
1020,2020-04-26,BZ,16
1021,2020-04-26,CS,83
1022,2020-04-26,CL,51
1023,2020-04-26,CJ,305
1024,2020-04-26,CT,224
1025,2020-04-26,CV,177
1026,2020-04-26,DB,95
1027,2020-04-26,DJ,80
1028,2020-04-26,GL,346
1029,2020-04-26,GR,127
1030,2020-04-26,GJ,34
1031,2020-04-26,HR,20
1032,2020-04-26,HD,472
1033,2020-04-26,IL,154
1034,2020-04-26,IS,222
1035,2020-04-26,IF,231
1036,2020-04-26,MM,69
1037,2020-04-26,MH,52
1038,2020-04-26,MS,389
1039,2020-04-26,NT,434
1040,2020-04-26,OT,33
1041,2020-04-26,PH,59
1042,2020-04-26,SM,55
1043,2020-04-26,SJ,30
1044,2020-04-26,SB,238
1045,2020-04-26,SV,2613
1046,2020-04-26,TR,96
1047,2020-04-26,TM,430
1048,2020-04-26,TL,38
1049,2020-04-26,VS,91
1050,2020-04-26,VL,24
1051,2020-04-26,VN,205
1052,2020-04-26,B,1167
1053,2020-04-26,-,60
1054,2020-04-27,AB,165
1055,2020-04-27,AR,522
1056,2020-04-27,AG,131
1057,2020-04-27,BC,172
1058,2020-04-27,BH,416
1059,2020-04-27,BN,158
1060,2020-04-27,BT,431
1061,2020-04-27,BV,416
1062,2020-04-27,BR,22
1063,2020-04-27,BZ,17
1064,2020-04-27,CS,87
1065,2020-04-27,CL,51
1066,2020-04-27,CJ,308
1067,2020-04-27,CT,233
1068,2020-04-27,CV,179
1069,2020-04-27,DB,96
1070,2020-04-27,DJ,82
1071,2020-04-27,GL,354
1072,2020-04-27,GR,127
1073,2020-04-27,GJ,38
1074,2020-04-27,HR,19
1075,2020-04-27,HD,472
1076,2020-04-27,IL,154
1077,2020-04-27,IS,230
1078,2020-04-27,IF,246
1079,2020-04-27,MM,70
1080,2020-04-27,MH,58
1081,2020-04-27,MS,407
1082,2020-04-27,NT,435
1083,2020-04-27,OT,36
1084,2020-04-27,PH,66
1085,2020-04-27,SM,55
1086,2020-04-27,SJ,30
1087,2020-04-27,SB,259
1088,2020-04-27,SV,2650
1089,2020-04-27,TR,96
1090,2020-04-27,TM,443
1091,2020-04-27,TL,40
1092,2020-04-27,VS,91
1093,2020-04-27,VL,24
1094,2020-04-27,VN,245
1095,2020-04-27,B,1190
1096,2020-04-27,-,18
1097,2020-04-28,AB,167
1098,2020-04-28,AR,541
1099,2020-04-28,AG,134
1100,2020-04-28,BC,180
1101,2020-04-28,BH,438
1102,2020-04-28,BN,172
1103,2020-04-28,BT,442
1104,2020-04-28,BV,422
1105,2020-04-28,BR,22
1106,2020-04-28,BZ,20
1107,2020-04-28,CS,88
1108,2020-04-28,CL,48
1109,2020-04-28,CJ,315
1110,2020-04-28,CT,229
1111,2020-04-28,CV,178
1112,2020-04-28,DB,96
1113,2020-04-28,DJ,100
1114,2020-04-28,GL,362
1115,2020-04-28,GR,128
1116,2020-04-28,GJ,39
1117,2020-04-28,HR,19
1118,2020-04-28,HD,488
1119,2020-04-28,IL,160
1120,2020-04-28,IS,237
1121,2020-04-28,IF,252
1122,2020-04-28,MM,71
1123,2020-04-28,MH,58
1124,2020-04-28,MS,412
1125,2020-04-28,NT,451
1126,2020-04-28,OT,36
1127,2020-04-28,PH,67
1128,2020-04-28,SM,55
1129,2020-04-28,SJ,31
1130,2020-04-28,SB,270
1131,2020-04-28,SV,2695
1132,2020-04-28,TR,95
1133,2020-04-28,TM,445
1134,2020-04-28,TL,44
1135,2020-04-28,VS,92
1136,2020-04-28,VL,25
1137,2020-04-28,VN,251
1138,2020-04-28,B,1222
1139,2020-04-28,-,19
1140,2020-04-29,AB,171
1141,2020-04-29,AR,550
1142,2020-04-29,AG,134
1143,2020-04-29,BC,191
1144,2020-04-29,BH,449
1145,2020-04-29,BN,175
1146,2020-04-29,BT,446
1147,2020-04-29,BV,429
1148,2020-04-29,BR,22
1149,2020-04-29,BZ,20
1150,2020-04-29,CS,88
1151,2020-04-29,CL,48
1152,2020-04-29,CJ,325
1153,2020-04-29,CT,228
1154,2020-04-29,CV,178
1155,2020-04-29,DB,96
1156,2020-04-29,DJ,101
1157,2020-04-29,GL,362
1158,2020-04-29,GR,127
1159,2020-04-29,GJ,44
1160,2020-04-29,HR,19
1161,2020-04-29,HD,492
1162,2020-04-29,IL,165
1163,2020-04-29,IS,243
1164,2020-04-29,IF,260
1165,2020-04-29,MM,72
1166,2020-04-29,MH,59
1167,2020-04-29,MS,423
1168,2020-04-29,NT,461
1169,2020-04-29,OT,38
1170,2020-04-29,PH,68
1171,2020-04-29,SM,55
1172,2020-04-29,SJ,31
1173,2020-04-29,SB,282
1174,2020-04-29,SV,2733
1175,2020-04-29,TR,96
1176,2020-04-29,TM,449
1177,2020-04-29,TL,44
1178,2020-04-29,VS,112
1179,2020-04-29,VL,25
1180,2020-04-29,VN,252
1181,2020-04-29,B,1255
1182,2020-04-30,AB,195
1183,2020-04-30,AR,565
1184,2020-04-30,AG,140
1185,2020-04-30,BC,226
1186,2020-04-30,BH,456
1187,2020-04-30,BN,185
1188,2020-04-30,BT,456
1189,2020-04-30,BV,457
1190,2020-04-30,BR,23
1191,2020-04-30,BZ,20
1192,2020-04-30,CS,89
1193,2020-04-30,CL,48
1194,2020-04-30,CJ,349
1195,2020-04-30,CT,231
1196,2020-04-30,CV,188
1197,2020-04-30,DB,99
1198,2020-04-30,DJ,117
1199,2020-04-30,GL,368
1200,2020-04-30,GR,130
1201,2020-04-30,GJ,47
1202,2020-04-30,HR,22
1203,2020-04-30,HD,513
1204,2020-04-30,IL,180
1205,2020-04-30,IS,255
1206,2020-04-30,IF,265
1207,2020-04-30,MM,72
1208,2020-04-30,MH,62
1209,2020-04-30,MS,434
1210,2020-04-30,NT,484
1211,2020-04-30,OT,45
1212,2020-04-30,PH,68
1213,2020-04-30,SM,54
1214,2020-04-30,SJ,32
1215,2020-04-30,SB,297
1216,2020-04-30,SV,2765
1217,2020-04-30,TR,101
1218,2020-04-30,TM,451
1219,2020-04-30,TL,47
1220,2020-04-30,VS,116
1221,2020-04-30,VL,26
1222,2020-04-30,VN,261
1223,2020-04-30,B,1275
1224,2020-04-30,-,26
1225,2020-05-01,AB,204
1226,2020-05-01,AR,574
1227,2020-05-01,AG,143
1228,2020-05-01,BC,249
1229,2020-05-01,BH,459
1230,2020-05-01,BN,187
1231,2020-05-01,BT,456
1232,2020-05-01,BV,470
1233,2020-05-01,BR,23
1234,2020-05-01,BZ,20
1235,2020-05-01,CS,92
1236,2020-05-01,CL,49
1237,2020-05-01,CJ,367
1238,2020-05-01,CT,235
1239,2020-05-01,CV,189
1240,2020-05-01,DB,99
1241,2020-05-01,DJ,123
1242,2020-05-01,GL,393
1243,2020-05-01,GR,134
1244,2020-05-01,GJ,55
1245,2020-05-01,HR,23
1246,2020-05-01,HD,515
1247,2020-05-01,IL,188
1248,2020-05-01,IS,266
1249,2020-05-01,IF,274
1250,2020-05-01,MM,75
1251,2020-05-01,MH,62
1252,2020-05-01,MS,446
1253,2020-05-01,NT,507
1254,2020-05-01,OT,42
1255,2020-05-01,PH,70
1256,2020-05-01,SM,54
1257,2020-05-01,SJ,34
1258,2020-05-01,SB,307
1259,2020-05-01,SV,2859
1260,2020-05-01,TR,101
1261,2020-05-01,TM,454
1262,2020-05-01,TL,50
1263,2020-05-01,VS,116
1264,2020-05-01,VL,26
1265,2020-05-01,VN,259
1266,2020-05-01,B,1298
1267,2020-05-01,-,20
1268,2020-05-02,AB,206
1269,2020-05-02,AR,576
1270,2020-05-02,AG,143
1271,2020-05-02,BC,250
1272,2020-05-02,BH,460
1273,2020-05-02,BN,203
1274,2020-05-02,BT,458
1275,2020-05-02,BV,473
1276,2020-05-02,BR,23
1277,2020-05-02,BZ,20
1278,2020-05-02,CS,94
1279,2020-05-02,CL,51
1280,2020-05-02,CJ,399
1281,2020-05-02,CT,238
1282,2020-05-02,CV,189
1283,2020-05-02,DB,103
1284,2020-05-02,DJ,127
1285,2020-05-02,GL,396
1286,2020-05-02,GR,134
1287,2020-05-02,GJ,59
1288,2020-05-02,HR,22
1289,2020-05-02,HD,517
1290,2020-05-02,IL,191
1291,2020-05-02,IS,267
1292,2020-05-02,IF,272
1293,2020-05-02,MM,74
1294,2020-05-02,MH,65
1295,2020-05-02,MS,447
1296,2020-05-02,NT,512
1297,2020-05-02,OT,42
1298,2020-05-02,PH,72
1299,2020-05-02,SM,54
1300,2020-05-02,SJ,34
1301,2020-05-02,SB,334
1302,2020-05-02,SV,2881
1303,2020-05-02,TR,102
1304,2020-05-02,TM,466
1305,2020-05-02,TL,53
1306,2020-05-02,VS,116
1307,2020-05-02,VL,25
1308,2020-05-02,VN,259
1309,2020-05-02,B,1305
1310,2020-05-02,-,20
1311,2020-05-03,AB,208
1312,2020-05-03,AR,606
1313,2020-05-03,AG,154
1314,2020-05-03,BC,266
1315,2020-05-03,BH,467
1316,2020-05-03,BN,215
1317,2020-05-03,BT,483
1318,2020-05-03,BV,489
1319,2020-05-03,BR,25
1320,2020-05-03,BZ,21
1321,2020-05-03,CS,102
1322,2020-05-03,CL,53
1323,2020-05-03,CJ,407
1324,2020-05-03,CT,243
1325,2020-05-03,CV,196
1326,2020-05-03,DB,110
1327,2020-05-03,DJ,128
1328,2020-05-03,GL,422
1329,2020-05-03,GR,134
1330,2020-05-03,GJ,65
1331,2020-05-03,HR,21
1332,2020-05-03,HD,527
1333,2020-05-03,IL,214
1334,2020-05-03,IS,276
1335,2020-05-03,IF,281
1336,2020-05-03,MM,75
1337,2020-05-03,MH,67
1338,2020-05-03,MS,487
1339,2020-05-03,NT,520
1340,2020-05-03,OT,45
1341,2020-05-03,PH,73
1342,2020-05-03,SM,52
1343,2020-05-03,SJ,40
1344,2020-05-03,SB,352
1345,2020-05-03,SV,2899
1346,2020-05-03,TR,105
1347,2020-05-03,TM,479
1348,2020-05-03,TL,54
1349,2020-05-03,VS,116
1350,2020-05-03,VL,24
1351,2020-05-03,VN,287
1352,2020-05-03,B,1354
1353,2020-05-03,-,21
1354,2020-05-04,AB,211
1355,2020-05-04,AR,614
1356,2020-05-04,AG,156
1357,2020-05-04,BC,272
1358,2020-05-04,BH,471
1359,2020-05-04,BN,221
1360,2020-05-04,BT,517
1361,2020-05-04,BV,492
1362,2020-05-04,BR,25
1363,2020-05-04,BZ,41
1364,2020-05-04,CS,106
1365,2020-05-04,CL,59
1366,2020-05-04,CJ,428
1367,2020-05-04,CT,250
1368,2020-05-04,CV,195
1369,2020-05-04,DB,113
1370,2020-05-04,DJ,126
1371,2020-05-04,GL,422
1372,2020-05-04,GR,140
1373,2020-05-04,GJ,66
1374,2020-05-04,HR,21
1375,2020-05-04,HD,534
1376,2020-05-04,IL,217
1377,2020-05-04,IS,283
1378,2020-05-04,IF,300
1379,2020-05-04,MM,75
1380,2020-05-04,MH,70
1381,2020-05-04,MS,510
1382,2020-05-04,NT,521
1383,2020-05-04,OT,49
1384,2020-05-04,PH,70
1385,2020-05-04,SM,52
1386,2020-05-04,SJ,40
1387,2020-05-04,SB,368
1388,2020-05-04,SV,2964
1389,2020-05-04,TR,105
1390,2020-05-04,TM,458
1391,2020-05-04,TL,55
1392,2020-05-04,VS,117
1393,2020-05-04,VL,23
1394,2020-05-04,VN,347
1395,2020-05-04,B,1369
1396,2020-05-04,-,39
1397,2020-05-05,AB,211
1398,2020-05-05,AR,619
1399,2020-05-05,AG,160
1400,2020-05-05,BC,330
1401,2020-05-05,BH,472
1402,2020-05-05,BN,234
1403,2020-05-05,BT,534
1404,2020-05-05,BV,504
1405,2020-05-05,BR,25
1406,2020-05-05,BZ,43
1407,2020-05-05,CS,109
1408,2020-05-05,CL,61
1409,2020-05-05,CJ,428
1410,2020-05-05,CT,245
1411,2020-05-05,CV,196
1412,2020-05-05,DB,122
1413,2020-05-05,DJ,129
1414,2020-05-05,GL,426
1415,2020-05-05,GR,146
1416,2020-05-05,GJ,70
1417,2020-05-05,HR,21
1418,2020-05-05,HD,541
1419,2020-05-05,IL,244
1420,2020-05-05,IS,294
1421,2020-05-05,IF,304
1422,2020-05-05,MM,76
1423,2020-05-05,MH,72
1424,2020-05-05,MS,527
1425,2020-05-05,NT,534
1426,2020-05-05,OT,47
1427,2020-05-05,PH,71
1428,2020-05-05,SM,52
1429,2020-05-05,SJ,43
1430,2020-05-05,SB,371
1431,2020-05-05,SV,3010
1432,2020-05-05,TR,109
1433,2020-05-05,TM,461
1434,2020-05-05,TL,57
1435,2020-05-05,VS,111
1436,2020-05-05,VL,24
1437,2020-05-05,VN,380
1438,2020-05-05,B,1376
1439,2020-05-05,-,48
1440,2020-05-06,AB,214
1441,2020-05-06,AR,625
1442,2020-05-06,AG,161
1443,2020-05-06,BC,349
1444,2020-05-06,BH,478
1445,2020-05-06,BN,239
1446,2020-05-06,BT,545
1447,2020-05-06,BV,519
1448,2020-05-06,BR,24
1449,2020-05-06,BZ,48
1450,2020-05-06,CS,108
1451,2020-05-06,CL,62
1452,2020-05-06,CJ,447
1453,2020-05-06,CT,245
1454,2020-05-06,CV,205
1455,2020-05-06,DB,121
1456,2020-05-06,DJ,132
1457,2020-05-06,GL,431
1458,2020-05-06,GR,148
1459,2020-05-06,GJ,70
1460,2020-05-06,HR,21
1461,2020-05-06,HD,546
1462,2020-05-06,IL,266
1463,2020-05-06,IS,305
1464,2020-05-06,IF,324
1465,2020-05-06,MM,67
1466,2020-05-06,MH,73
1467,2020-05-06,MS,535
1468,2020-05-06,NT,548
1469,2020-05-06,OT,48
1470,2020-05-06,PH,72
1471,2020-05-06,SM,53
1472,2020-05-06,SJ,45
1473,2020-05-06,SB,373
1474,2020-05-06,SV,3035
1475,2020-05-06,TR,94
1476,2020-05-06,TM,474
1477,2020-05-06,TL,62
1478,2020-05-06,VS,119
1479,2020-05-06,VL,24
1480,2020-05-06,VN,387
1481,2020-05-06,B,1410
1482,2020-05-06,-,55
1483,2020-05-07,AB,223
1484,2020-05-07,AR,655
1485,2020-05-07,AG,164
1486,2020-05-07,BC,348
1487,2020-05-07,BH,478
1488,2020-05-07,BN,247
1489,2020-05-07,BT,560
1490,2020-05-07,BV,532
1491,2020-05-07,BR,18
1492,2020-05-07,BZ,54
1493,2020-05-07,CS,108
1494,2020-05-07,CL,61
1495,2020-05-07,CJ,455
1496,2020-05-07,CT,247
1497,2020-05-07,CV,209
1498,2020-05-07,DB,126
1499,2020-05-07,DJ,135
1500,2020-05-07,GL,441
1501,2020-05-07,GR,148
1502,2020-05-07,GJ,74
1503,2020-05-07,HR,22
1504,2020-05-07,HD,556
1505,2020-05-07,IL,274
1506,2020-05-07,IS,307
1507,2020-05-07,IF,336
1508,2020-05-07,MM,67
1509,2020-05-07,MH,75
1510,2020-05-07,MS,573
1511,2020-05-07,NT,617
1512,2020-05-07,OT,48
1513,2020-05-07,PH,73
1514,2020-05-07,SM,53
1515,2020-05-07,SJ,45
1516,2020-05-07,SB,387
1517,2020-05-07,SV,3111
1518,2020-05-07,TR,93
1519,2020-05-07,TM,464
1520,2020-05-07,TL,65
1521,2020-05-07,VS,130
1522,2020-05-07,VL,26
1523,2020-05-07,VN,397
1524,2020-05-07,B,1429
1525,2020-05-07,-,68
1526,2020-05-08,AB,225
1527,2020-05-08,AR,664
1528,2020-05-08,AG,163
1529,2020-05-08,BC,353
1530,2020-05-08,BH,481
1531,2020-05-08,BN,257
1532,2020-05-08,BT,577
1533,2020-05-08,BV,539
1534,2020-05-08,BR,19
1535,2020-05-08,BZ,61
1536,2020-05-08,CS,108
1537,2020-05-08,CL,62
1538,2020-05-08,CJ,460
1539,2020-05-08,CT,248
1540,2020-05-08,CV,211
1541,2020-05-08,DB,130
1542,2020-05-08,DJ,138
1543,2020-05-08,GL,444
1544,2020-05-08,GR,156
1545,2020-05-08,GJ,77
1546,2020-05-08,HR,21
1547,2020-05-08,HD,557
1548,2020-05-08,IL,276
1549,2020-05-08,IS,321
1550,2020-05-08,IF,375
1551,2020-05-08,MM,68
1552,2020-05-08,MH,76
1553,2020-05-08,MS,595
1554,2020-05-08,NT,635
1555,2020-05-08,OT,48
1556,2020-05-08,PH,73
1557,2020-05-08,SM,53
1558,2020-05-08,SJ,45
1559,2020-05-08,SB,400
1560,2020-05-08,SV,3165
1561,2020-05-08,TR,101
1562,2020-05-08,TM,465
1563,2020-05-08,TL,78
1564,2020-05-08,VS,132
1565,2020-05-08,VL,26
1566,2020-05-08,VN,420
1567,2020-05-08,B,1445
1568,2020-05-08,-,63
